GSM_IDENTIFIER	TYPE_NOVEL	CLASS	TYPE
GSM399752	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM399755	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM399751	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM399728	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM399746	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413634	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413638	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413650	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413636	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413640	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413637	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413645	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM413644	Leukemia	Tumor	Chronic lymphoblastic leukemia
GSM270790	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM270793	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM270792	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM270791	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM270796	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM270795	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM270794	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327287	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327288	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327308	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327313	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327314	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327309	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327315	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327282	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327284	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327286	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327311	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327307	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327310	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327283	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327312	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327304	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327297	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327298	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327296	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327294	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327292	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327299	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327293	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327295	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327300	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327303	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327305	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327289	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327290	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327291	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327306	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327301	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327302	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327319	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327342	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327344	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327343	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327341	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327340	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327337	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327339	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327316	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327345	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327347	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327353	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327355	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327354	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327352	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327350	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327348	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327336	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327349	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327351	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327346	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327338	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327335	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327325	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327324	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327322	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327320	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327318	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327317	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327285	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327321	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327326	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327323	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327332	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327334	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327327	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327331	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327333	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327330	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327329	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM327328	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335522	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335614	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335615	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335613	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335611	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335609	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335616	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335610	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335612	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335618	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335623	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335625	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335624	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335622	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335510	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335608	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335620	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335619	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335617	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335607	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335595	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335596	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335594	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335592	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335590	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335597	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335591	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335593	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335599	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335604	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335606	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335605	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335603	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335602	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335626	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335601	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335600	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335598	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335628	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335653	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335654	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335652	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335650	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335648	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335655	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335649	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335651	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335657	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335662	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335664	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335663	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335661	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335660	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335647	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335659	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335658	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335656	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335645	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335633	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335635	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335634	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335632	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335631	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335589	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335630	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335629	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335636	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335637	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335643	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335627	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335644	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335642	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335641	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335638	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335640	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335639	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335646	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335621	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335536	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335537	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335511	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335513	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335515	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335539	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335514	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335512	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335541	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335546	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335548	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335547	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335545	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335544	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335516	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335543	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335542	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335540	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335518	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335532	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335525	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335526	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335531	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335527	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335528	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335530	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335529	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335533	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335534	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335520	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335549	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335519	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335521	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335535	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335524	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335523	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335588	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335517	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335538	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335587	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335575	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335586	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335574	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335573	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335570	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335572	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335580	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335550	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335585	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335579	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335581	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335582	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335578	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335583	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335576	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335584	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335577	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335569	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335571	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335557	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335568	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335558	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335556	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335554	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335552	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335551	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335553	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335555	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335560	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335559	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335565	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335567	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335566	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335564	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335563	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335562	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM335561	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358614	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358451	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358343	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358560	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358623	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358374	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358449	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358612	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358545	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358544	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358341	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358370	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358450	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358613	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358546	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358615	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358342	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358562	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358621	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358556	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358624	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358344	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358466	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358557	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358444	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358458	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358445	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358564	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358620	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358446	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358442	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358541	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358542	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358540	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358443	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358622	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358543	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358447	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358464	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358465	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358558	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358563	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358453	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358371	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358454	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358375	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358455	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358550	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358548	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358547	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358616	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358551	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358549	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358617	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358457	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358619	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358554	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358627	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358452	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358456	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358553	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358555	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358373	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358552	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358618	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358372	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358419	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358519	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358518	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358520	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358517	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358521	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358515	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358512	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358511	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358514	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358522	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358516	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358513	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358524	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358532	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358531	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358534	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358535	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358530	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358533	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358529	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358525	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358510	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358527	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358528	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358523	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358526	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358508	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358491	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358490	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358493	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358494	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358489	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358492	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358488	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358484	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358483	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358486	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358487	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358495	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358485	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358496	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358505	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358504	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358507	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358536	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358503	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358506	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358502	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358498	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358497	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358500	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358501	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358509	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358499	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358538	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358599	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358598	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358601	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358602	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358597	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358600	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358596	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358592	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358591	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358594	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358595	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358603	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358593	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358604	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358626	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358625	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358629	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358630	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358611	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358628	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358610	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358606	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358605	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358608	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358609	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358590	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358607	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358589	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358571	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358570	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358573	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358574	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358569	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358572	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358568	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358539	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358482	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358566	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358567	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358575	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358565	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358576	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358585	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358584	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358587	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358588	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358583	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358586	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358582	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358578	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358577	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358580	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358581	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358537	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358579	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358480	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358388	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358387	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358390	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358391	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358386	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358389	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358385	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358381	Gastrointestinal cancer	Tumor	Colorectal cancer
GSM358380	Gastrointestinal cancer	Tumor	Colorectal cancer
